STATEFIPS,STATE,zipcode,agi_stub
28,MS,39437,6
28,MS,39439,1
28,MS,39439,2
28,MS,39439,3
28,MS,39439,4
28,MS,39439,5
28,MS,39439,6
28,MS,39440,1
28,MS,39440,2
28,MS,39440,3
28,MS,39440,4
28,MS,39440,5
28,MS,39440,6
28,MS,39443,1
28,MS,39443,2
28,MS,39443,3
28,MS,39443,4
28,MS,39443,5
28,MS,39443,6
28,MS,39451,1
28,MS,39451,2
28,MS,39451,3
28,MS,39451,4
28,MS,39451,5
28,MS,39451,6
28,MS,39452,1
28,MS,39452,2
28,MS,39452,3
28,MS,39452,4
28,MS,39452,5
28,MS,39452,6
28,MS,39455,1
28,MS,39455,2
28,MS,39455,3
28,MS,39455,4
28,MS,39455,5
28,MS,39455,6
28,MS,39456,1
28,MS,39456,2
28,MS,39456,3
28,MS,39456,4
28,MS,39456,5
28,MS,39456,6
28,MS,39459,1
28,MS,39459,2
28,MS,39459,3
28,MS,39459,4
28,MS,39459,5
28,MS,39459,6
28,MS,39461,1
28,MS,39461,2
28,MS,39461,3
28,MS,39461,4
28,MS,39461,5
28,MS,39461,6
28,MS,39462,1
28,MS,39462,2
28,MS,39462,3
28,MS,39462,4
28,MS,39462,5
28,MS,39462,6
28,MS,39464,1
28,MS,39464,2
28,MS,39464,3
28,MS,39464,4
28,MS,39464,5
28,MS,39464,6
28,MS,39465,1
28,MS,39465,2
28,MS,39465,3
28,MS,39465,4
28,MS,39465,5
28,MS,39465,6
28,MS,39466,1
28,MS,39466,2
28,MS,39466,3
28,MS,39466,4
28,MS,39466,5
28,MS,39466,6
28,MS,39470,1
28,MS,39470,2
28,MS,39470,3
28,MS,39470,4
28,MS,39470,5
28,MS,39470,6
28,MS,39474,1
28,MS,39474,2
28,MS,39474,3
28,MS,39474,4
28,MS,39474,5
28,MS,39474,6
28,MS,39475,1
28,MS,39475,2
28,MS,39475,3
28,MS,39475,4
28,MS,39475,5
28,MS,39475,6
28,MS,39476,1
28,MS,39476,2
28,MS,39476,3
28,MS,39476,4
28,MS,39476,5
28,MS,39476,6
28,MS,39477,1
28,MS,39477,2
28,MS,39477,3
28,MS,39477,4
28,MS,39477,5
28,MS,39477,6
28,MS,39478,1
28,MS,39478,2
28,MS,39478,3
28,MS,39478,4
28,MS,39478,5
28,MS,39478,6
28,MS,39479,1
28,MS,39479,2
28,MS,39479,3
28,MS,39479,4
28,MS,39479,5
28,MS,39479,6
28,MS,39480,1
28,MS,39480,2
28,MS,39480,3
28,MS,39480,4
28,MS,39480,5
28,MS,39480,6
28,MS,39481,1
28,MS,39481,2
28,MS,39481,3
28,MS,39481,4
28,MS,39481,5
28,MS,39481,6
28,MS,39482,1
28,MS,39482,2
28,MS,39482,3
28,MS,39482,4
28,MS,39482,5
28,MS,39482,6
28,MS,39483,1
28,MS,39483,2
28,MS,39483,3
28,MS,39483,4
28,MS,39483,5
28,MS,39483,6
28,MS,39501,1
28,MS,39501,2
28,MS,39501,3
28,MS,39501,4
28,MS,39501,5
28,MS,39501,6
28,MS,39503,1
28,MS,39503,2
28,MS,39503,3
28,MS,39503,4
28,MS,39503,5
28,MS,39503,6
28,MS,39507,1
28,MS,39507,2
28,MS,39507,3
28,MS,39507,4
28,MS,39507,5
28,MS,39507,6
28,MS,39520,1
28,MS,39520,2
28,MS,39520,3
28,MS,39520,4
28,MS,39520,5
28,MS,39520,6
28,MS,39525,1
28,MS,39525,2
28,MS,39525,3
28,MS,39525,4
28,MS,39525,5
28,MS,39525,6
28,MS,39530,1
28,MS,39530,2
28,MS,39530,3
28,MS,39530,4
28,MS,39530,5
28,MS,39530,6
28,MS,39531,1
28,MS,39531,2
28,MS,39531,3
28,MS,39531,4
28,MS,39531,5
28,MS,39531,6
28,MS,39532,1
28,MS,39532,2
28,MS,39532,3
28,MS,39532,4
28,MS,39532,5
28,MS,39532,6
28,MS,39534,1
28,MS,39534,2
28,MS,39534,3
28,MS,39534,4
28,MS,39534,5
28,MS,39534,6
28,MS,39540,1
28,MS,39540,2
28,MS,39540,3
28,MS,39540,4
28,MS,39540,5
28,MS,39540,6
28,MS,39553,1
28,MS,39553,2
28,MS,39553,3
28,MS,39553,4
28,MS,39553,5
28,MS,39553,6
28,MS,39556,1
28,MS,39556,2
28,MS,39556,3
28,MS,39556,4
28,MS,39556,5
28,MS,39556,6
28,MS,39560,1
28,MS,39560,2
28,MS,39560,3
28,MS,39560,4
28,MS,39560,5
28,MS,39560,6
28,MS,39561,1
28,MS,39561,2
28,MS,39561,3
28,MS,39561,4
28,MS,39561,5
28,MS,39561,6
28,MS,39562,1
28,MS,39562,2
28,MS,39562,3
28,MS,39562,4
28,MS,39562,5
28,MS,39562,6
28,MS,39563,1
28,MS,39563,2
28,MS,39563,3
28,MS,39563,4
28,MS,39563,5
28,MS,39563,6
28,MS,39564,1
28,MS,39564,2
28,MS,39564,3
28,MS,39564,4
28,MS,39564,5
28,MS,39564,6
28,MS,39565,1
28,MS,39565,2
28,MS,39565,3
28,MS,39565,4
28,MS,39565,5
28,MS,39565,6
28,MS,39567,1
28,MS,39567,2
28,MS,39567,3
28,MS,39567,4
28,MS,39567,5
28,MS,39567,6
28,MS,39571,1
28,MS,39571,2
28,MS,39571,3
28,MS,39571,4
28,MS,39571,5
28,MS,39571,6
28,MS,39572,1
28,MS,39572,2
28,MS,39572,3
28,MS,39572,4
28,MS,39572,5
28,MS,39572,6
28,MS,39573,1
28,MS,39573,2
28,MS,39573,3
28,MS,39573,4
28,MS,39573,5
28,MS,39573,6
28,MS,39574,1
28,MS,39574,2
28,MS,39574,3
28,MS,39574,4
28,MS,39574,5
28,MS,39574,6
28,MS,39576,1
28,MS,39576,2
28,MS,39576,3
28,MS,39576,4
28,MS,39576,5
28,MS,39576,6
28,MS,39577,1
28,MS,39577,2
28,MS,39577,3
28,MS,39577,4
28,MS,39577,5
28,MS,39577,6
28,MS,39581,1
28,MS,39581,2
28,MS,39581,3
28,MS,39581,4
28,MS,39581,5
28,MS,39581,6
28,MS,39601,1
28,MS,39601,2
28,MS,39601,3
28,MS,39601,4
28,MS,39601,5
28,MS,39601,6
28,MS,39629,1
28,MS,39629,2
28,MS,39629,3
28,MS,39629,4
28,MS,39629,5
28,MS,39629,6
28,MS,39630,1
28,MS,39630,2
28,MS,39630,3
28,MS,39630,4
28,MS,39630,5
28,MS,39630,6
28,MS,39631,1
28,MS,39631,2
28,MS,39631,3
28,MS,39631,4
28,MS,39631,5
28,MS,39631,6
28,MS,39633,1
28,MS,39633,2
28,MS,39633,3
28,MS,39633,4
28,MS,39633,5
28,MS,39633,6
28,MS,39638,1
28,MS,39638,2
28,MS,39638,3
28,MS,39638,4
28,MS,39638,5
28,MS,39638,6
28,MS,39641,1
28,MS,39641,2
28,MS,39641,3
28,MS,39641,4
28,MS,39641,5
28,MS,39641,6
28,MS,39643,1
28,MS,39643,2
28,MS,39643,3
28,MS,39643,4
28,MS,39643,5
28,MS,39643,6
28,MS,39645,1
28,MS,39645,2
28,MS,39645,3
28,MS,39645,4
28,MS,39645,5
28,MS,39645,6
28,MS,39647,1
28,MS,39647,2
28,MS,39647,3
28,MS,39647,4
28,MS,39647,5
28,MS,39647,6
28,MS,39648,1
28,MS,39648,2
28,MS,39648,3
28,MS,39648,4
28,MS,39648,5
28,MS,39648,6
28,MS,39652,1
28,MS,39652,2
28,MS,39652,3
28,MS,39652,4
28,MS,39652,5
28,MS,39652,6
28,MS,39653,1
28,MS,39653,2
28,MS,39653,3
28,MS,39653,4
28,MS,39653,5
28,MS,39653,6
28,MS,39654,1
28,MS,39654,2
28,MS,39654,3
28,MS,39654,4
28,MS,39654,5
28,MS,39654,6
28,MS,39656,1
28,MS,39656,2
28,MS,39656,3
28,MS,39656,4
28,MS,39656,5
28,MS,39656,6
28,MS,39657,1
28,MS,39657,2
28,MS,39657,3
28,MS,39657,4
28,MS,39657,5
28,MS,39657,6
28,MS,39661,1
28,MS,39661,2
28,MS,39661,3
28,MS,39661,4
28,MS,39661,5
28,MS,39661,6
28,MS,39662,1
28,MS,39662,2
28,MS,39662,3
28,MS,39662,4
28,MS,39662,5
28,MS,39662,6
28,MS,39663,1
28,MS,39663,2
28,MS,39663,3
28,MS,39663,4
28,MS,39663,5
28,MS,39663,6
28,MS,39664,1
28,MS,39664,2
28,MS,39664,3
28,MS,39664,4
28,MS,39664,5
28,MS,39664,6
28,MS,39665,1
28,MS,39665,2
28,MS,39665,3
28,MS,39665,4
28,MS,39665,5
28,MS,39665,6
28,MS,39666,1
28,MS,39666,2
28,MS,39666,3
28,MS,39666,4
28,MS,39666,5
28,MS,39666,6
28,MS,39667,1
28,MS,39667,2
28,MS,39667,3
28,MS,39667,4
28,MS,39667,5
28,MS,39667,6
28,MS,39668,1
28,MS,39668,2
28,MS,39668,3
28,MS,39668,4
28,MS,39668,5
28,MS,39668,6
28,MS,39669,1
28,MS,39669,2
28,MS,39669,3
28,MS,39669,4
28,MS,39669,5
28,MS,39669,6
28,MS,39701,1
28,MS,39701,2
28,MS,39701,3
28,MS,39701,4
28,MS,39701,5
28,MS,39701,6
28,MS,39702,1
28,MS,39702,2
28,MS,39702,3
28,MS,39702,4
28,MS,39702,5
28,MS,39702,6
28,MS,39705,1
28,MS,39705,2
28,MS,39705,3
28,MS,39705,4
28,MS,39705,5
28,MS,39705,6
28,MS,39730,1
28,MS,39730,2
28,MS,39730,3
28,MS,39730,4
28,MS,39730,5
28,MS,39730,6
28,MS,39735,1
28,MS,39735,2
28,MS,39735,3
28,MS,39735,4
28,MS,39735,5
28,MS,39735,6
28,MS,39736,1
28,MS,39736,2
28,MS,39736,3
28,MS,39736,4
28,MS,39736,5
28,MS,39736,6
28,MS,39739,1
28,MS,39739,2
28,MS,39739,3
28,MS,39739,4
28,MS,39739,5
28,MS,39739,6
28,MS,39740,1
28,MS,39740,2
28,MS,39740,3
28,MS,39740,4
28,MS,39740,5
28,MS,39740,6
28,MS,39741,1
28,MS,39741,2
28,MS,39741,3
28,MS,39741,4
28,MS,39741,5
28,MS,39741,6
28,MS,39743,1
28,MS,39743,2
28,MS,39743,3
28,MS,39743,4
28,MS,39743,5
28,MS,39743,6
28,MS,39744,1
28,MS,39744,2
28,MS,39744,3
28,MS,39744,4
28,MS,39744,5
28,MS,39744,6
28,MS,39745,1
28,MS,39745,2
28,MS,39745,3
28,MS,39745,4
28,MS,39745,5
28,MS,39745,6
28,MS,39746,1
28,MS,39746,2
28,MS,39746,3
28,MS,39746,4
28,MS,39746,5
28,MS,39746,6
28,MS,39747,1
28,MS,39747,2
28,MS,39747,3
28,MS,39747,4
28,MS,39747,5
28,MS,39747,6
28,MS,39750,1
28,MS,39750,2
28,MS,39750,3
28,MS,39750,4
28,MS,39750,5
28,MS,39750,6
28,MS,39751,1
28,MS,39751,2
28,MS,39751,3
28,MS,39751,4
28,MS,39751,5
28,MS,39751,6
28,MS,39752,1
28,MS,39752,2
28,MS,39752,3
28,MS,39752,4
28,MS,39752,5
28,MS,39752,6
28,MS,39755,1
28,MS,39755,2
28,MS,39755,3
28,MS,39755,4
28,MS,39755,5
28,MS,39755,6
28,MS,39756,1
28,MS,39756,2
28,MS,39756,3
28,MS,39756,4
28,MS,39756,5
28,MS,39756,6
28,MS,39759,1
28,MS,39759,2
28,MS,39759,3
28,MS,39759,4
28,MS,39759,5
28,MS,39759,6
28,MS,39760,1
28,MS,39760,2
28,MS,39760,3
28,MS,39760,4
28,MS,39760,5
28,MS,39760,6
28,MS,39762,1
28,MS,39762,2
28,MS,39762,3
28,MS,39762,4
28,MS,39762,5
28,MS,39762,6
28,MS,39766,1
28,MS,39766,2
28,MS,39766,3
28,MS,39766,4
28,MS,39766,5
28,MS,39766,6
28,MS,39767,1
28,MS,39767,2
28,MS,39767,3
28,MS,39767,4
28,MS,39767,5
28,MS,39767,6
28,MS,39769,1
28,MS,39769,2
28,MS,39769,3
28,MS,39769,4
28,MS,39769,5
28,MS,39769,6
28,MS,39772,1
28,MS,39772,2
28,MS,39772,3
28,MS,39772,4
28,MS,39772,5
28,MS,39772,6
28,MS,39773,1
28,MS,39773,2
28,MS,39773,3
28,MS,39773,4
28,MS,39773,5
28,MS,39773,6
28,MS,39776,1
28,MS,39776,2
28,MS,39776,3
28,MS,39776,4
28,MS,39776,5
28,MS,39776,6
28,MS,99999,1
28,MS,99999,2
28,MS,99999,3
28,MS,99999,4
28,MS,99999,5
28,MS,99999,6
29,MO,0,1
29,MO,0,2
29,MO,0,3
29,MO,0,4
29,MO,0,5
29,MO,0,6
29,MO,63005,1
29,MO,63005,2
29,MO,63005,3
29,MO,63005,4
29,MO,63005,5
29,MO,63005,6
29,MO,63010,1
29,MO,63010,2
29,MO,63010,3
29,MO,63010,4
29,MO,63010,5
29,MO,63010,6
29,MO,63011,1
29,MO,63011,2
29,MO,63011,3
29,MO,63011,4
29,MO,63011,5
29,MO,63011,6
29,MO,63012,1
29,MO,63012,2
29,MO,63012,3
29,MO,63012,4
29,MO,63012,5
29,MO,63012,6
29,MO,63013,1
29,MO,63013,2
29,MO,63013,3
29,MO,63013,4
29,MO,63013,5
29,MO,63013,6
29,MO,63014,1
29,MO,63014,2
29,MO,63014,3
29,MO,63014,4
29,MO,63014,5
29,MO,63014,6
29,MO,63015,1
29,MO,63015,2
29,MO,63015,3
29,MO,63015,4
29,MO,63015,5
29,MO,63015,6
29,MO,63016,1
29,MO,63016,2
29,MO,63016,3
29,MO,63016,4
29,MO,63016,5
29,MO,63016,6
29,MO,63017,1
29,MO,63017,2
29,MO,63017,3
29,MO,63017,4
29,MO,63017,5
29,MO,63017,6
29,MO,63019,1
29,MO,63019,2
29,MO,63019,3
29,MO,63019,4
29,MO,63019,5
29,MO,63019,6
29,MO,63020,1
29,MO,63020,2
29,MO,63020,3
29,MO,63020,4
29,MO,63020,5
29,MO,63020,6
29,MO,63021,1
29,MO,63021,2
29,MO,63021,3
29,MO,63021,4
29,MO,63021,5
29,MO,63021,6
29,MO,63023,1
29,MO,63023,2
29,MO,63023,3
29,MO,63023,4
29,MO,63023,5
29,MO,63023,6
29,MO,63025,1
29,MO,63025,2
29,MO,63025,3
29,MO,63025,4
29,MO,63025,5
29,MO,63025,6
29,MO,63026,1
29,MO,63026,2
29,MO,63026,3
29,MO,63026,4
29,MO,63026,5
29,MO,63026,6
29,MO,63028,1
29,MO,63028,2
29,MO,63028,3
29,MO,63028,4
29,MO,63028,5
29,MO,63028,6
29,MO,63030,1
29,MO,63030,2
29,MO,63030,3
29,MO,63030,4
29,MO,63030,5
29,MO,63030,6
29,MO,63031,1
29,MO,63031,2
29,MO,63031,3
29,MO,63031,4
29,MO,63031,5
29,MO,63031,6
29,MO,63033,1
29,MO,63033,2
29,MO,63033,3
29,MO,63033,4
29,MO,63033,5
29,MO,63033,6
29,MO,63034,1
29,MO,63034,2
29,MO,63034,3
29,MO,63034,4
29,MO,63034,5
29,MO,63034,6
29,MO,63036,1
29,MO,63036,2
29,MO,63036,3
29,MO,63036,4
29,MO,63036,5
29,MO,63036,6
29,MO,63037,1
29,MO,63037,2
29,MO,63037,3
29,MO,63037,4
29,MO,63037,5
29,MO,63037,6
29,MO,63038,1
29,MO,63038,2
29,MO,63038,3
29,MO,63038,4
29,MO,63038,5
29,MO,63038,6
29,MO,63039,1
29,MO,63039,2
29,MO,63039,3
29,MO,63039,4
29,MO,63039,5
29,MO,63039,6
29,MO,63040,1
29,MO,63040,2
29,MO,63040,3
29,MO,63040,4
29,MO,63040,5
29,MO,63040,6
29,MO,63041,1
29,MO,63041,2
29,MO,63041,3
29,MO,63041,4
29,MO,63041,5
29,MO,63041,6
29,MO,63042,1
29,MO,63042,2
29,MO,63042,3
29,MO,63042,4
29,MO,63042,5
29,MO,63042,6
29,MO,63043,1
29,MO,63043,2
29,MO,63043,3
29,MO,63043,4
29,MO,63043,5
29,MO,63043,6
29,MO,63044,1
29,MO,63044,2
29,MO,63044,3
29,MO,63044,4
29,MO,63044,5
29,MO,63044,6
29,MO,63048,1
29,MO,63048,2
29,MO,63048,3
29,MO,63048,4
29,MO,63048,5
29,MO,63048,6
29,MO,63049,1
29,MO,63049,2
29,MO,63049,3
29,MO,63049,4
29,MO,63049,5
29,MO,63049,6
29,MO,63050,1
29,MO,63050,2
29,MO,63050,3
29,MO,63050,4
29,MO,63050,5
29,MO,63050,6
29,MO,63051,1
29,MO,63051,2
29,MO,63051,3
29,MO,63051,4
29,MO,63051,5
29,MO,63051,6
29,MO,63052,1
29,MO,63052,2
29,MO,63052,3
29,MO,63052,4
29,MO,63052,5
29,MO,63052,6
29,MO,63055,1
29,MO,63055,2
29,MO,63055,3
29,MO,63055,4
29,MO,63055,5
29,MO,63055,6
29,MO,63056,1
29,MO,63056,2
29,MO,63056,3
29,MO,63056,4
29,MO,63056,5
29,MO,63056,6
29,MO,63060,1
29,MO,63060,2
29,MO,63060,3
29,MO,63060,4
29,MO,63060,5
29,MO,63060,6
29,MO,63061,1
29,MO,63061,2
29,MO,63061,3
29,MO,63061,4
29,MO,63061,5
29,MO,63061,6
29,MO,63068,1
29,MO,63068,2
29,MO,63068,3
29,MO,63068,4
29,MO,63068,5
29,MO,63068,6
29,MO,63069,1
29,MO,63069,2
29,MO,63069,3
29,MO,63069,4
29,MO,63069,5
29,MO,63069,6
29,MO,63070,1
29,MO,63070,2
29,MO,63070,3
29,MO,63070,4
29,MO,63070,5
29,MO,63070,6
29,MO,63071,1
29,MO,63071,2
29,MO,63071,3
29,MO,63071,4
29,MO,63071,5
29,MO,63071,6
29,MO,63072,1
29,MO,63072,2
29,MO,63072,3
29,MO,63072,4
29,MO,63072,5
29,MO,63072,6
29,MO,63073,1
29,MO,63073,2
29,MO,63073,3
29,MO,63073,4
29,MO,63073,5
29,MO,63073,6
29,MO,63074,1
29,MO,63074,2
29,MO,63074,3
29,MO,63074,4
29,MO,63074,5
29,MO,63074,6
29,MO,63077,1
29,MO,63077,2
29,MO,63077,3
29,MO,63077,4
29,MO,63077,5
29,MO,63077,6
29,MO,63080,1
29,MO,63080,2
29,MO,63080,3
29,MO,63080,4
29,MO,63080,5
29,MO,63080,6
29,MO,63084,1
29,MO,63084,2
29,MO,63084,3
29,MO,63084,4
29,MO,63084,5
29,MO,63084,6
29,MO,63087,1
29,MO,63087,2
29,MO,63087,3
29,MO,63087,4
29,MO,63087,5
29,MO,63087,6
29,MO,63088,1
29,MO,63088,2
29,MO,63088,3
29,MO,63088,4
29,MO,63088,5
29,MO,63088,6
29,MO,63089,1
29,MO,63089,2
29,MO,63089,3
29,MO,63089,4
29,MO,63089,5
29,MO,63089,6
29,MO,63090,1
29,MO,63090,2
29,MO,63090,3
29,MO,63090,4
29,MO,63090,5
29,MO,63090,6
29,MO,63091,1
29,MO,63091,2
29,MO,63091,3
29,MO,63091,4
29,MO,63091,5
29,MO,63091,6
29,MO,63101,1
29,MO,63101,2
29,MO,63101,3
29,MO,63101,4
29,MO,63101,5
29,MO,63101,6
29,MO,63102,1
29,MO,63102,2
29,MO,63102,3
29,MO,63102,4
29,MO,63102,5
29,MO,63102,6
29,MO,63103,1
29,MO,63103,2
29,MO,63103,3
29,MO,63103,4
29,MO,63103,5
29,MO,63103,6
29,MO,63104,1
29,MO,63104,2
29,MO,63104,3
29,MO,63104,4
29,MO,63104,5
29,MO,63104,6
29,MO,63105,1
29,MO,63105,2
29,MO,63105,3
29,MO,63105,4
29,MO,63105,5
29,MO,63105,6
29,MO,63106,1
29,MO,63106,2
29,MO,63106,3
29,MO,63106,4
29,MO,63106,5
29,MO,63106,6
29,MO,63107,1
29,MO,63107,2
29,MO,63107,3
29,MO,63107,4
29,MO,63107,5
29,MO,63107,6
29,MO,63108,1
29,MO,63108,2
29,MO,63108,3
29,MO,63108,4
29,MO,63108,5
29,MO,63108,6
29,MO,63109,1
29,MO,63109,2
29,MO,63109,3
29,MO,63109,4
29,MO,63109,5
29,MO,63109,6
29,MO,63110,1
29,MO,63110,2
29,MO,63110,3
29,MO,63110,4
29,MO,63110,5
29,MO,63110,6
29,MO,63111,1
29,MO,63111,2
29,MO,63111,3
29,MO,63111,4
29,MO,63111,5
29,MO,63111,6
29,MO,63112,1
29,MO,63112,2
29,MO,63112,3
29,MO,63112,4
29,MO,63112,5
29,MO,63112,6
29,MO,63113,1
29,MO,63113,2
29,MO,63113,3
29,MO,63113,4
29,MO,63113,5
29,MO,63113,6
29,MO,63114,1
29,MO,63114,2
29,MO,63114,3
29,MO,63114,4
29,MO,63114,5
29,MO,63114,6
29,MO,63115,1
29,MO,63115,2
29,MO,63115,3
29,MO,63115,4
29,MO,63115,5
29,MO,63115,6
29,MO,63116,1
29,MO,63116,2
29,MO,63116,3
29,MO,63116,4
29,MO,63116,5
29,MO,63116,6
29,MO,63117,1
29,MO,63117,2
29,MO,63117,3
29,MO,63117,4
29,MO,63117,5
29,MO,63117,6
29,MO,63118,1
29,MO,63118,2
29,MO,63118,3
29,MO,63118,4
29,MO,63118,5
29,MO,63118,6
29,MO,63119,1
29,MO,63119,2
29,MO,63119,3
29,MO,63119,4
29,MO,63119,5
29,MO,63119,6
29,MO,63120,1
29,MO,63120,2
29,MO,63120,3
29,MO,63120,4
29,MO,63120,5
29,MO,63120,6
29,MO,63121,1
29,MO,63121,2
29,MO,63121,3
29,MO,63121,4
29,MO,63121,5
29,MO,63121,6
29,MO,63122,1
29,MO,63122,2
29,MO,63122,3
29,MO,63122,4
29,MO,63122,5
29,MO,63122,6
29,MO,63123,1
29,MO,63123,2
29,MO,63123,3
29,MO,63123,4
29,MO,63123,5
29,MO,63123,6
29,MO,63124,1
29,MO,63124,2
29,MO,63124,3
29,MO,63124,4
29,MO,63124,5
29,MO,63124,6
29,MO,63125,1
29,MO,63125,2
29,MO,63125,3
29,MO,63125,4
29,MO,63125,5
29,MO,63125,6
29,MO,63126,1
29,MO,63126,2
29,MO,63126,3
29,MO,63126,4
29,MO,63126,5
29,MO,63126,6
29,MO,63127,1
29,MO,63127,2
29,MO,63127,3
29,MO,63127,4
29,MO,63127,5
29,MO,63127,6
29,MO,63128,1
29,MO,63128,2
29,MO,63128,3
29,MO,63128,4
29,MO,63128,5
29,MO,63128,6
29,MO,63129,1
29,MO,63129,2
29,MO,63129,3
29,MO,63129,4
29,MO,63129,5
29,MO,63129,6
29,MO,63130,1
29,MO,63130,2
29,MO,63130,3
29,MO,63130,4
29,MO,63130,5
29,MO,63130,6
29,MO,63131,1
29,MO,63131,2
29,MO,63131,3
29,MO,63131,4
29,MO,63131,5
29,MO,63131,6
29,MO,63132,1
29,MO,63132,2
29,MO,63132,3
29,MO,63132,4
29,MO,63132,5
29,MO,63132,6
29,MO,63133,1
29,MO,63133,2
29,MO,63133,3
29,MO,63133,4
29,MO,63133,5
29,MO,63133,6
29,MO,63134,1
29,MO,63134,2
29,MO,63134,3
29,MO,63134,4
29,MO,63134,5
29,MO,63134,6
29,MO,63135,1
29,MO,63135,2
29,MO,63135,3
29,MO,63135,4
29,MO,63135,5
29,MO,63135,6
29,MO,63136,1
29,MO,63136,2
29,MO,63136,3
29,MO,63136,4
29,MO,63136,5
29,MO,63136,6
29,MO,63137,1
29,MO,63137,2
29,MO,63137,3
29,MO,63137,4
29,MO,63137,5
29,MO,63137,6
29,MO,63138,1
29,MO,63138,2
29,MO,63138,3
29,MO,63138,4
29,MO,63138,5
29,MO,63138,6
29,MO,63139,1
29,MO,63139,2
29,MO,63139,3
29,MO,63139,4
29,MO,63139,5
29,MO,63139,6
29,MO,63140,1
29,MO,63140,2
29,MO,63140,3
29,MO,63140,4
29,MO,63140,5
29,MO,63140,6
29,MO,63141,1
29,MO,63141,2
29,MO,63141,3
29,MO,63141,4
29,MO,63141,5
29,MO,63141,6
29,MO,63143,1
29,MO,63143,2
29,MO,63143,3
29,MO,63143,4
29,MO,63143,5
29,MO,63143,6
29,MO,63144,1
29,MO,63144,2
29,MO,63144,3
29,MO,63144,4
29,MO,63144,5
29,MO,63144,6
29,MO,63146,1
29,MO,63146,2
29,MO,63146,3
29,MO,63146,4
29,MO,63146,5
29,MO,63146,6
29,MO,63147,1
29,MO,63147,2
29,MO,63147,3
29,MO,63147,4
29,MO,63147,5
29,MO,63147,6
29,MO,63301,1
29,MO,63301,2
29,MO,63301,3
29,MO,63301,4
29,MO,63301,5
29,MO,63301,6
29,MO,63303,1
29,MO,63303,2
29,MO,63303,3
29,MO,63303,4
29,MO,63303,5
29,MO,63303,6
29,MO,63304,1
29,MO,63304,2
29,MO,63304,3
29,MO,63304,4
29,MO,63304,5
29,MO,63304,6
29,MO,63332,1
29,MO,63332,2
29,MO,63332,3
29,MO,63332,4
29,MO,63332,5
29,MO,63332,6
29,MO,63333,1
29,MO,63333,2
29,MO,63333,3
29,MO,63333,4
29,MO,63333,5
29,MO,63333,6
29,MO,63334,1
29,MO,63334,2
29,MO,63334,3
29,MO,63334,4
29,MO,63334,5
29,MO,63334,6
29,MO,63336,1
29,MO,63336,2
29,MO,63336,3
29,MO,63336,4
29,MO,63336,5
29,MO,63336,6
29,MO,63339,1
29,MO,63339,2
29,MO,63339,3
29,MO,63339,4
29,MO,63339,5
29,MO,63339,6
29,MO,63341,1
29,MO,63341,2
29,MO,63341,3
29,MO,63341,4
29,MO,63341,5
29,MO,63341,6
29,MO,63343,1
29,MO,63343,2
29,MO,63343,3
29,MO,63343,4
29,MO,63343,5
29,MO,63343,6
29,MO,63344,1
29,MO,63344,2
29,MO,63344,3
29,MO,63344,4
29,MO,63344,5
29,MO,63344,6
29,MO,63345,1
29,MO,63345,2
29,MO,63345,3
29,MO,63345,4
29,MO,63345,5
29,MO,63345,6
29,MO,63347,1
29,MO,63347,2
29,MO,63347,3
29,MO,63347,4
29,MO,63347,5
29,MO,63347,6
29,MO,63348,1
29,MO,63348,2
29,MO,63348,3
29,MO,63348,4
29,MO,63348,5
29,MO,63348,6
29,MO,63349,1
29,MO,63349,2
29,MO,63349,3
29,MO,63349,4
29,MO,63349,5
29,MO,63349,6
29,MO,63350,1
29,MO,63350,2
29,MO,63350,3
29,MO,63350,4
29,MO,63350,5
29,MO,63350,6
29,MO,63351,1
29,MO,63351,2
29,MO,63351,3
29,MO,63351,4
29,MO,63351,5
29,MO,63351,6
29,MO,63352,1
29,MO,63352,2
29,MO,63352,3
29,MO,63352,4
29,MO,63352,5
29,MO,63352,6
29,MO,63353,1
29,MO,63353,2
29,MO,63353,3
29,MO,63353,4
29,MO,63353,5
29,MO,63353,6
29,MO,63357,1
29,MO,63357,2
29,MO,63357,3
29,MO,63357,4
29,MO,63357,5
29,MO,63357,6
29,MO,63359,1
29,MO,63359,2
29,MO,63359,3
29,MO,63359,4
29,MO,63359,5
29,MO,63359,6
29,MO,63361,1
29,MO,63361,2
29,MO,63361,3
29,MO,63361,4
29,MO,63361,5
29,MO,63361,6
29,MO,63362,1
29,MO,63362,2
29,MO,63362,3
29,MO,63362,4
29,MO,63362,5
29,MO,63362,6
29,MO,63363,1
29,MO,63363,2
29,MO,63363,3
29,MO,63363,4
29,MO,63363,5
29,MO,63363,6
29,MO,63366,1
29,MO,63366,2
29,MO,63366,3
29,MO,63366,4
29,MO,63366,5
29,MO,63366,6
29,MO,63367,1
29,MO,63367,2
29,MO,63367,3
29,MO,63367,4
29,MO,63367,5
29,MO,63367,6
29,MO,63368,1
29,MO,63368,2
29,MO,63368,3
29,MO,63368,4
29,MO,63368,5
29,MO,63368,6
29,MO,63369,1
29,MO,63369,2
29,MO,63369,3
29,MO,63369,4
29,MO,63369,5
29,MO,63369,6
29,MO,63373,1
29,MO,63373,2
29,MO,63373,3
29,MO,63373,4
29,MO,63373,5
29,MO,63373,6
29,MO,63376,1
29,MO,63376,2
29,MO,63376,3
29,MO,63376,4
29,MO,63376,5
