STATEFIPS,STATE,zipcode,agi_stub
20,KS,66111,5
20,KS,66111,6
20,KS,66112,1
20,KS,66112,2
20,KS,66112,3
20,KS,66112,4
20,KS,66112,5
20,KS,66112,6
20,KS,66202,1
20,KS,66202,2
20,KS,66202,3
20,KS,66202,4
20,KS,66202,5
20,KS,66202,6
20,KS,66203,1
20,KS,66203,2
20,KS,66203,3
20,KS,66203,4
20,KS,66203,5
20,KS,66203,6
20,KS,66204,1
20,KS,66204,2
20,KS,66204,3
20,KS,66204,4
20,KS,66204,5
20,KS,66204,6
20,KS,66205,1
20,KS,66205,2
20,KS,66205,3
20,KS,66205,4
20,KS,66205,5
20,KS,66205,6
20,KS,66206,1
20,KS,66206,2
20,KS,66206,3
20,KS,66206,4
20,KS,66206,5
20,KS,66206,6
20,KS,66207,1
20,KS,66207,2
20,KS,66207,3
20,KS,66207,4
20,KS,66207,5
20,KS,66207,6
20,KS,66208,1
20,KS,66208,2
20,KS,66208,3
20,KS,66208,4
20,KS,66208,5
20,KS,66208,6
20,KS,66209,1
20,KS,66209,2
20,KS,66209,3
20,KS,66209,4
20,KS,66209,5
20,KS,66209,6
20,KS,66210,1
20,KS,66210,2
20,KS,66210,3
20,KS,66210,4
20,KS,66210,5
20,KS,66210,6
20,KS,66211,1
20,KS,66211,2
20,KS,66211,3
20,KS,66211,4
20,KS,66211,5
20,KS,66211,6
20,KS,66212,1
20,KS,66212,2
20,KS,66212,3
20,KS,66212,4
20,KS,66212,5
20,KS,66212,6
20,KS,66213,1
20,KS,66213,2
20,KS,66213,3
20,KS,66213,4
20,KS,66213,5
20,KS,66213,6
20,KS,66214,1
20,KS,66214,2
20,KS,66214,3
20,KS,66214,4
20,KS,66214,5
20,KS,66214,6
20,KS,66215,1
20,KS,66215,2
20,KS,66215,3
20,KS,66215,4
20,KS,66215,5
20,KS,66215,6
20,KS,66216,1
20,KS,66216,2
20,KS,66216,3
20,KS,66216,4
20,KS,66216,5
20,KS,66216,6
20,KS,66217,1
20,KS,66217,2
20,KS,66217,3
20,KS,66217,4
20,KS,66217,5
20,KS,66217,6
20,KS,66218,1
20,KS,66218,2
20,KS,66218,3
20,KS,66218,4
20,KS,66218,5
20,KS,66218,6
20,KS,66219,1
20,KS,66219,2
20,KS,66219,3
20,KS,66219,4
20,KS,66219,5
20,KS,66219,6
20,KS,66220,1
20,KS,66220,2
20,KS,66220,3
20,KS,66220,4
20,KS,66220,5
20,KS,66220,6
20,KS,66221,1
20,KS,66221,2
20,KS,66221,3
20,KS,66221,4
20,KS,66221,5
20,KS,66221,6
20,KS,66223,1
20,KS,66223,2
20,KS,66223,3
20,KS,66223,4
20,KS,66223,5
20,KS,66223,6
20,KS,66224,1
20,KS,66224,2
20,KS,66224,3
20,KS,66224,4
20,KS,66224,5
20,KS,66224,6
20,KS,66226,1
20,KS,66226,2
20,KS,66226,3
20,KS,66226,4
20,KS,66226,5
20,KS,66226,6
20,KS,66227,1
20,KS,66227,2
20,KS,66227,3
20,KS,66227,4
20,KS,66227,5
20,KS,66227,6
20,KS,66401,1
20,KS,66401,2
20,KS,66401,3
20,KS,66401,4
20,KS,66401,5
20,KS,66401,6
20,KS,66402,1
20,KS,66402,2
20,KS,66402,3
20,KS,66402,4
20,KS,66402,5
20,KS,66402,6
20,KS,66403,1
20,KS,66403,2
20,KS,66403,3
20,KS,66403,4
20,KS,66403,5
20,KS,66403,6
20,KS,66404,1
20,KS,66404,2
20,KS,66404,3
20,KS,66404,4
20,KS,66404,5
20,KS,66404,6
20,KS,66406,1
20,KS,66406,2
20,KS,66406,3
20,KS,66406,4
20,KS,66406,5
20,KS,66406,6
20,KS,66407,1
20,KS,66407,2
20,KS,66407,3
20,KS,66407,4
20,KS,66407,5
20,KS,66407,6
20,KS,66408,1
20,KS,66408,2
20,KS,66408,3
20,KS,66408,4
20,KS,66408,5
20,KS,66408,6
20,KS,66409,1
20,KS,66409,2
20,KS,66409,3
20,KS,66409,4
20,KS,66409,5
20,KS,66409,6
20,KS,66411,1
20,KS,66411,2
20,KS,66411,3
20,KS,66411,4
20,KS,66411,5
20,KS,66411,6
20,KS,66412,1
20,KS,66412,2
20,KS,66412,3
20,KS,66412,4
20,KS,66412,5
20,KS,66412,6
20,KS,66413,1
20,KS,66413,2
20,KS,66413,3
20,KS,66413,4
20,KS,66413,5
20,KS,66413,6
20,KS,66414,1
20,KS,66414,2
20,KS,66414,3
20,KS,66414,4
20,KS,66414,5
20,KS,66414,6
20,KS,66415,1
20,KS,66415,2
20,KS,66415,3
20,KS,66415,4
20,KS,66415,5
20,KS,66415,6
20,KS,66416,1
20,KS,66416,2
20,KS,66416,3
20,KS,66416,4
20,KS,66416,5
20,KS,66416,6
20,KS,66417,1
20,KS,66417,2
20,KS,66417,3
20,KS,66417,4
20,KS,66417,5
20,KS,66417,6
20,KS,66418,1
20,KS,66418,2
20,KS,66418,3
20,KS,66418,4
20,KS,66418,5
20,KS,66418,6
20,KS,66419,1
20,KS,66419,2
20,KS,66419,3
20,KS,66419,4
20,KS,66419,5
20,KS,66419,6
20,KS,66422,1
20,KS,66422,2
20,KS,66422,3
20,KS,66422,4
20,KS,66422,5
20,KS,66422,6
20,KS,66423,1
20,KS,66423,2
20,KS,66423,3
20,KS,66423,4
20,KS,66423,5
20,KS,66423,6
20,KS,66424,1
20,KS,66424,2
20,KS,66424,3
20,KS,66424,4
20,KS,66424,5
20,KS,66424,6
20,KS,66425,1
20,KS,66425,2
20,KS,66425,3
20,KS,66425,4
20,KS,66425,5
20,KS,66425,6
20,KS,66427,1
20,KS,66427,2
20,KS,66427,3
20,KS,66427,4
20,KS,66427,5
20,KS,66427,6
20,KS,66428,1
20,KS,66428,2
20,KS,66428,3
20,KS,66428,4
20,KS,66428,5
20,KS,66428,6
20,KS,66429,1
20,KS,66429,2
20,KS,66429,3
20,KS,66429,4
20,KS,66429,5
20,KS,66429,6
20,KS,66431,1
20,KS,66431,2
20,KS,66431,3
20,KS,66431,4
20,KS,66431,5
20,KS,66431,6
20,KS,66432,1
20,KS,66432,2
20,KS,66432,3
20,KS,66432,4
20,KS,66432,5
20,KS,66432,6
20,KS,66434,1
20,KS,66434,2
20,KS,66434,3
20,KS,66434,4
20,KS,66434,5
20,KS,66434,6
20,KS,66436,1
20,KS,66436,2
20,KS,66436,3
20,KS,66436,4
20,KS,66436,5
20,KS,66436,6
20,KS,66438,1
20,KS,66438,2
20,KS,66438,3
20,KS,66438,4
20,KS,66438,5
20,KS,66438,6
20,KS,66439,1
20,KS,66439,2
20,KS,66439,3
20,KS,66439,4
20,KS,66439,5
20,KS,66439,6
20,KS,66440,1
20,KS,66440,2
20,KS,66440,3
20,KS,66440,4
20,KS,66440,5
20,KS,66440,6
20,KS,66441,1
20,KS,66441,2
20,KS,66441,3
20,KS,66441,4
20,KS,66441,5
20,KS,66441,6
20,KS,66442,1
20,KS,66442,2
20,KS,66442,3
20,KS,66442,4
20,KS,66442,5
20,KS,66442,6
20,KS,66449,1
20,KS,66449,2
20,KS,66449,3
20,KS,66449,4
20,KS,66449,5
20,KS,66449,6
20,KS,66451,1
20,KS,66451,2
20,KS,66451,3
20,KS,66451,4
20,KS,66451,5
20,KS,66451,6
20,KS,66501,1
20,KS,66501,2
20,KS,66501,3
20,KS,66501,4
20,KS,66501,5
20,KS,66501,6
20,KS,66502,1
20,KS,66502,2
20,KS,66502,3
20,KS,66502,4
20,KS,66502,5
20,KS,66502,6
20,KS,66503,1
20,KS,66503,2
20,KS,66503,3
20,KS,66503,4
20,KS,66503,5
20,KS,66503,6
20,KS,66507,1
20,KS,66507,2
20,KS,66507,3
20,KS,66507,4
20,KS,66507,5
20,KS,66507,6
20,KS,66508,1
20,KS,66508,2
20,KS,66508,3
20,KS,66508,4
20,KS,66508,5
20,KS,66508,6
20,KS,66509,1
20,KS,66509,2
20,KS,66509,3
20,KS,66509,4
20,KS,66509,5
20,KS,66509,6
20,KS,66510,1
20,KS,66510,2
20,KS,66510,3
20,KS,66510,4
20,KS,66510,5
20,KS,66510,6
20,KS,66512,1
20,KS,66512,2
20,KS,66512,3
20,KS,66512,4
20,KS,66512,5
20,KS,66512,6
20,KS,66514,1
20,KS,66514,2
20,KS,66514,3
20,KS,66514,4
20,KS,66514,5
20,KS,66514,6
20,KS,66515,1
20,KS,66515,2
20,KS,66515,3
20,KS,66515,4
20,KS,66515,5
20,KS,66515,6
20,KS,66516,1
20,KS,66516,2
20,KS,66516,3
20,KS,66516,4
20,KS,66516,5
20,KS,66516,6
20,KS,66517,1
20,KS,66517,2
20,KS,66517,3
20,KS,66517,4
20,KS,66517,5
20,KS,66517,6
20,KS,66520,1
20,KS,66520,2
20,KS,66520,3
20,KS,66520,4
20,KS,66520,5
20,KS,66520,6
20,KS,66521,1
20,KS,66521,2
20,KS,66521,3
20,KS,66521,4
20,KS,66521,5
20,KS,66521,6
20,KS,66523,1
20,KS,66523,2
20,KS,66523,3
20,KS,66523,4
20,KS,66523,5
20,KS,66523,6
20,KS,66524,1
20,KS,66524,2
20,KS,66524,3
20,KS,66524,4
20,KS,66524,5
20,KS,66524,6
20,KS,66526,1
20,KS,66526,2
20,KS,66526,3
20,KS,66526,4
20,KS,66526,5
20,KS,66526,6
20,KS,66528,1
20,KS,66528,2
20,KS,66528,3
20,KS,66528,4
20,KS,66528,5
20,KS,66528,6
20,KS,66531,1
20,KS,66531,2
20,KS,66531,3
20,KS,66531,4
20,KS,66531,5
20,KS,66531,6
20,KS,66532,1
20,KS,66532,2
20,KS,66532,3
20,KS,66532,4
20,KS,66532,5
20,KS,66532,6
20,KS,66533,1
20,KS,66533,2
20,KS,66533,3
20,KS,66533,4
20,KS,66533,5
20,KS,66533,6
20,KS,66534,1
20,KS,66534,2
20,KS,66534,3
20,KS,66534,4
20,KS,66534,5
20,KS,66534,6
20,KS,66535,1
20,KS,66535,2
20,KS,66535,3
20,KS,66535,4
20,KS,66535,5
20,KS,66535,6
20,KS,66536,1
20,KS,66536,2
20,KS,66536,3
20,KS,66536,4
20,KS,66536,5
20,KS,66536,6
20,KS,66537,1
20,KS,66537,2
20,KS,66537,3
20,KS,66537,4
20,KS,66537,5
20,KS,66537,6
20,KS,66538,1
20,KS,66538,2
20,KS,66538,3
20,KS,66538,4
20,KS,66538,5
20,KS,66538,6
20,KS,66539,1
20,KS,66539,2
20,KS,66539,3
20,KS,66539,4
20,KS,66539,5
20,KS,66539,6
20,KS,66540,1
20,KS,66540,2
20,KS,66540,3
20,KS,66540,4
20,KS,66540,5
20,KS,66540,6
20,KS,66541,1
20,KS,66541,2
20,KS,66541,3
20,KS,66541,4
20,KS,66541,5
20,KS,66541,6
20,KS,66542,1
20,KS,66542,2
20,KS,66542,3
20,KS,66542,4
20,KS,66542,5
20,KS,66542,6
20,KS,66543,1
20,KS,66543,2
20,KS,66543,3
20,KS,66543,4
20,KS,66543,5
20,KS,66543,6
20,KS,66544,1
20,KS,66544,2
20,KS,66544,3
20,KS,66544,4
20,KS,66544,5
20,KS,66544,6
20,KS,66546,1
20,KS,66546,2
20,KS,66546,3
20,KS,66546,4
20,KS,66546,5
20,KS,66546,6
20,KS,66547,1
20,KS,66547,2
20,KS,66547,3
20,KS,66547,4
20,KS,66547,5
20,KS,66547,6
20,KS,66548,1
20,KS,66548,2
20,KS,66548,3
20,KS,66548,4
20,KS,66548,5
20,KS,66548,6
20,KS,66549,1
20,KS,66549,2
20,KS,66549,3
20,KS,66549,4
20,KS,66549,5
20,KS,66549,6
20,KS,66550,1
20,KS,66550,2
20,KS,66550,3
20,KS,66550,4
20,KS,66550,5
20,KS,66550,6
20,KS,66552,1
20,KS,66552,2
20,KS,66552,3
20,KS,66552,4
20,KS,66552,5
20,KS,66552,6
20,KS,66554,1
20,KS,66554,2
20,KS,66554,3
20,KS,66554,4
20,KS,66554,5
20,KS,66554,6
20,KS,66603,1
20,KS,66603,2
20,KS,66603,3
20,KS,66603,4
20,KS,66603,5
20,KS,66603,6
20,KS,66604,1
20,KS,66604,2
20,KS,66604,3
20,KS,66604,4
20,KS,66604,5
20,KS,66604,6
20,KS,66605,1
20,KS,66605,2
20,KS,66605,3
20,KS,66605,4
20,KS,66605,5
20,KS,66605,6
20,KS,66606,1
20,KS,66606,2
20,KS,66606,3
20,KS,66606,4
20,KS,66606,5
20,KS,66606,6
20,KS,66607,1
20,KS,66607,2
20,KS,66607,3
20,KS,66607,4
20,KS,66607,5
20,KS,66607,6
20,KS,66608,1
20,KS,66608,2
20,KS,66608,3
20,KS,66608,4
20,KS,66608,5
20,KS,66608,6
20,KS,66609,1
20,KS,66609,2
20,KS,66609,3
20,KS,66609,4
20,KS,66609,5
20,KS,66609,6
20,KS,66610,1
20,KS,66610,2
20,KS,66610,3
20,KS,66610,4
20,KS,66610,5
20,KS,66610,6
20,KS,66611,1
20,KS,66611,2
20,KS,66611,3
20,KS,66611,4
20,KS,66611,5
20,KS,66611,6
20,KS,66612,1
20,KS,66612,2
20,KS,66612,3
20,KS,66612,4
20,KS,66612,5
20,KS,66612,6
20,KS,66614,1
20,KS,66614,2
20,KS,66614,3
20,KS,66614,4
20,KS,66614,5
20,KS,66614,6
20,KS,66615,1
20,KS,66615,2
20,KS,66615,3
20,KS,66615,4
20,KS,66615,5
20,KS,66615,6
20,KS,66616,1
20,KS,66616,2
20,KS,66616,3
20,KS,66616,4
20,KS,66616,5
20,KS,66616,6
20,KS,66617,1
20,KS,66617,2
20,KS,66617,3
20,KS,66617,4
20,KS,66617,5
20,KS,66617,6
20,KS,66618,1
20,KS,66618,2
20,KS,66618,3
20,KS,66618,4
20,KS,66618,5
20,KS,66618,6
20,KS,66619,1
20,KS,66619,2
20,KS,66619,3
20,KS,66619,4
20,KS,66619,5
20,KS,66619,6
20,KS,66701,1
20,KS,66701,2
20,KS,66701,3
20,KS,66701,4
20,KS,66701,5
20,KS,66701,6
20,KS,66710,1
20,KS,66710,2
20,KS,66710,3
20,KS,66710,4
20,KS,66710,5
20,KS,66710,6
20,KS,66711,1
20,KS,66711,2
20,KS,66711,3
20,KS,66711,4
20,KS,66711,5
20,KS,66711,6
20,KS,66712,1
20,KS,66712,2
20,KS,66712,3
20,KS,66712,4
20,KS,66712,5
20,KS,66712,6
20,KS,66713,1
20,KS,66713,2
20,KS,66713,3
20,KS,66713,4
20,KS,66713,5
20,KS,66713,6
20,KS,66716,1
20,KS,66716,2
20,KS,66716,3
20,KS,66716,4
20,KS,66716,5
20,KS,66716,6
20,KS,66717,1
20,KS,66717,2
20,KS,66717,3
20,KS,66717,4
20,KS,66717,5
20,KS,66717,6
20,KS,66720,1
20,KS,66720,2
20,KS,66720,3
20,KS,66720,4
20,KS,66720,5
20,KS,66720,6
20,KS,66724,1
20,KS,66724,2
20,KS,66724,3
20,KS,66724,4
20,KS,66724,5
20,KS,66724,6
20,KS,66725,1
20,KS,66725,2
20,KS,66725,3
20,KS,66725,4
20,KS,66725,5
20,KS,66725,6
20,KS,66732,1
20,KS,66732,2
20,KS,66732,3
20,KS,66732,4
20,KS,66732,5
20,KS,66732,6
20,KS,66733,1
20,KS,66733,2
20,KS,66733,3
20,KS,66733,4
20,KS,66733,5
20,KS,66733,6
20,KS,66734,1
20,KS,66734,2
20,KS,66734,3
20,KS,66734,4
20,KS,66734,5
20,KS,66734,6
20,KS,66735,1
20,KS,66735,2
20,KS,66735,3
20,KS,66735,4
20,KS,66735,5
20,KS,66735,6
20,KS,66736,1
20,KS,66736,2
20,KS,66736,3
20,KS,66736,4
20,KS,66736,5
20,KS,66736,6
20,KS,66738,1
20,KS,66738,2
20,KS,66738,3
20,KS,66738,4
20,KS,66738,5
20,KS,66738,6
20,KS,66739,1
20,KS,66739,2
20,KS,66739,3
20,KS,66739,4
20,KS,66739,5
20,KS,66739,6
20,KS,66740,1
20,KS,66740,2
20,KS,66740,3
20,KS,66740,4
20,KS,66740,5
20,KS,66740,6
20,KS,66743,1
20,KS,66743,2
20,KS,66743,3
20,KS,66743,4
20,KS,66743,5
20,KS,66743,6
20,KS,66746,1
20,KS,66746,2
20,KS,66746,3
20,KS,66746,4
20,KS,66746,5
20,KS,66746,6
20,KS,66748,1
20,KS,66748,2
20,KS,66748,3
20,KS,66748,4
20,KS,66748,5
20,KS,66748,6
20,KS,66749,1
20,KS,66749,2
20,KS,66749,3
20,KS,66749,4
20,KS,66749,5
20,KS,66749,6
20,KS,66751,1
20,KS,66751,2
20,KS,66751,3
20,KS,66751,4
20,KS,66751,5
20,KS,66751,6
20,KS,66753,1
20,KS,66753,2
20,KS,66753,3
20,KS,66753,4
20,KS,66753,5
20,KS,66753,6
20,KS,66754,1
20,KS,66754,2
20,KS,66754,3
20,KS,66754,4
20,KS,66754,5
20,KS,66754,6
20,KS,66755,1
20,KS,66755,2
20,KS,66755,3
20,KS,66755,4
20,KS,66755,5
20,KS,66755,6
20,KS,66756,1
20,KS,66756,2
20,KS,66756,3
20,KS,66756,4
20,KS,66756,5
20,KS,66756,6
20,KS,66757,1
20,KS,66757,2
20,KS,66757,3
20,KS,66757,4
20,KS,66757,5
20,KS,66757,6
20,KS,66758,1
20,KS,66758,2
20,KS,66758,3
20,KS,66758,4
20,KS,66758,5
20,KS,66758,6
20,KS,66761,1
20,KS,66761,2
20,KS,66761,3
20,KS,66761,4
20,KS,66761,5
20,KS,66761,6
20,KS,66762,1
20,KS,66762,2
20,KS,66762,3
20,KS,66762,4
20,KS,66762,5
20,KS,66762,6
20,KS,66763,1
20,KS,66763,2
20,KS,66763,3
20,KS,66763,4
20,KS,66763,5
20,KS,66763,6
20,KS,66767,1
20,KS,66767,2
20,KS,66767,3
20,KS,66767,4
20,KS,66767,5
20,KS,66767,6
20,KS,66769,1
20,KS,66769,2
20,KS,66769,3
20,KS,66769,4
20,KS,66769,5
20,KS,66769,6
20,KS,66770,1
20,KS,66770,2
20,KS,66770,3
20,KS,66770,4
20,KS,66770,5
20,KS,66770,6
20,KS,66771,1
20,KS,66771,2
20,KS,66771,3
20,KS,66771,4
20,KS,66771,5
20,KS,66771,6
20,KS,66772,1
20,KS,66772,2
20,KS,66772,3
20,KS,66772,5
20,KS,66772,6
20,KS,66773,1
20,KS,66773,2
20,KS,66773,3
20,KS,66773,4
20,KS,66773,5
20,KS,66773,6
20,KS,66776,1
20,KS,66776,2
20,KS,66776,3
20,KS,66776,4
20,KS,66776,5
20,KS,66776,6
20,KS,66777,1
20,KS,66777,2
20,KS,66777,3
20,KS,66777,4
20,KS,66777,5
20,KS,66777,6
20,KS,66779,1
20,KS,66779,2
20,KS,66779,3
20,KS,66779,4
20,KS,66779,5
20,KS,66779,6
20,KS,66780,1
20,KS,66780,2
20,KS,66780,3
20,KS,66780,4
20,KS,66780,5
20,KS,66780,6
20,KS,66781,1
20,KS,66781,2
20,KS,66781,3
20,KS,66781,4
20,KS,66781,5
20,KS,66781,6
20,KS,66783,1
20,KS,66783,2
20,KS,66783,3
20,KS,66783,4
20,KS,66783,5
20,KS,66783,6
20,KS,66801,1
20,KS,66801,2
20,KS,66801,3
20,KS,66801,4
20,KS,66801,5
20,KS,66801,6
20,KS,66830,1
20,KS,66830,2
20,KS,66830,3
20,KS,66830,4
20,KS,66830,5
20,KS,66830,6
20,KS,66833,1
20,KS,66833,2
20,KS,66833,3
20,KS,66833,4
20,KS,66833,5
20,KS,66833,6
20,KS,66834,1
20,KS,66834,2
20,KS,66834,3
20,KS,66834,4
20,KS,66834,5
20,KS,66834,6
20,KS,66835,1
20,KS,66835,2
20,KS,66835,3
20,KS,66835,4
20,KS,66835,5
20,KS,66835,6
20,KS,66839,1
20,KS,66839,2
20,KS,66839,3
20,KS,66839,4
20,KS,66839,5
20,KS,66839,6
20,KS,66840,1
20,KS,66840,2
20,KS,66840,3
20,KS,66840,4
20,KS,66840,5
20,KS,66840,6
20,KS,66842,1
20,KS,66842,2
20,KS,66842,3
20,KS,66842,4
20,KS,66842,5
20,KS,66842,6
20,KS,66845,1
20,KS,66845,2
20,KS,66845,3
20,KS,66845,4
20,KS,66845,5
20,KS,66845,6
20,KS,66846,1
20,KS,66846,2
20,KS,66846,3
20,KS,66846,4
20,KS,66846,5
20,KS,66846,6
20,KS,66849,1
20,KS,66849,2
20,KS,66849,3
20,KS,66849,4
20,KS,66849,5
20,KS,66849,6
20,KS,66851,1
20,KS,66851,2
20,KS,66851,3
20,KS,66851,4
20,KS,66851,5
20,KS,66851,6
20,KS,66852,1
20,KS,66852,2
20,KS,66852,3
20,KS,66852,4
20,KS,66852,5
20,KS,66852,6
20,KS,66853,1
20,KS,66853,2
20,KS,66853,3
20,KS,66853,4
20,KS,66853,5
20,KS,66853,6
20,KS,66854,1
20,KS,66854,2
20,KS,66854,3
20,KS,66854,4
20,KS,66854,5
20,KS,66854,6
20,KS,66856,1
20,KS,66856,2
20,KS,66856,3
20,KS,66856,4
20,KS,66856,5
20,KS,66856,6
20,KS,66857,1
20,KS,66857,2
20,KS,66857,3
20,KS,66857,4
20,KS,66857,5
20,KS,66857,6
20,KS,66858,1
20,KS,66858,2
20,KS,66858,3
20,KS,66858,4
20,KS,66858,5
20,KS,66858,6
20,KS,66860,1
20,KS,66860,2
20,KS,66860,3
20,KS,66860,4
20,KS,66860,5
20,KS,66860,6
20,KS,66861,1
20,KS,66861,2
20,KS,66861,3
20,KS,66861,4
20,KS,66861,5
20,KS,66861,6
20,KS,66864,1
20,KS,66864,2
20,KS,66864,3
20,KS,66864,4
20,KS,66864,5
20,KS,66864,6
20,KS,66865,1
20,KS,66865,2
20,KS,66865,3
20,KS,66865,4
20,KS,66865,5
20,KS,66865,6
20,KS,66866,1
20,KS,66866,2
20,KS,66866,3
20,KS,66866,4
20,KS,66866,5
20,KS,66866,6
20,KS,66868,1
20,KS,66868,2
20,KS,66868,3
20,KS,66868,4
20,KS,66868,5
20,KS,66868,6
20,KS,66869,1
20,KS,66869,2
20,KS,66869,3
20,KS,66869,4
20,KS,66869,5
20,KS,66869,6
20,KS,66871,1
20,KS,66871,2
20,KS,66871,3
20,KS,66871,4
20,KS,66871,5
20,KS,66871,6
20,KS,66872,1
20,KS,66872,2
20,KS,66872,3
20,KS,66872,4
20,KS,66872,5
20,KS,66872,6
20,KS,66873,1
20,KS,66873,2
20,KS,66873,3
20,KS,66873,4
20,KS,66873,5
20,KS,66873,6
20,KS,66901,1
20,KS,66901,2
20,KS,66901,3
20,KS,66901,4
20,KS,66901,5
20,KS,66901,6
20,KS,66933,1
20,KS,66933,2
20,KS,66933,3
20,KS,66933,4
20,KS,66933,5
20,KS,66933,6
20,KS,66935,1
20,KS,66935,2
20,KS,66935,3
20,KS,66935,4
20,KS,66935,5
20,KS,66935,6
20,KS,66936,1
20,KS,66936,2
20,KS,66936,3
20,KS,66936,4
20,KS,66936,5
20,KS,66936,6
20,KS,66937,1
20,KS,66937,2
20,KS,66937,3
20,KS,66937,4
20,KS,66937,5
20,KS,66937,6
20,KS,66938,1
20,KS,66938,2
20,KS,66938,3
20,KS,66938,4
20,KS,66938,5
20,KS,66938,6
20,KS,66939,1
20,KS,66939,2
20,KS,66939,3
20,KS,66939,4
20,KS,66939,5
20,KS,66939,6
20,KS,66940,1
20,KS,66940,2
20,KS,66940,3
20,KS,66940,4
20,KS,66940,5
20,KS,66940,6
20,KS,66941,1
20,KS,66941,2
20,KS,66941,3
20,KS,66941,4
20,KS,66941,5
20,KS,66941,6
20,KS,66942,1
20,KS,66942,2
20,KS,66942,3
20,KS,66942,4
20,KS,66942,5
20,KS,66942,6
20,KS,66943,1
20,KS,66943,2
20,KS,66943,3
20,KS,66943,4
20,KS,66943,5
20,KS,66943,6
20,KS,66944,1
20,KS,66944,2
20,KS,66944,3
20,KS,66944,4
20,KS,66944,5
20,KS,66944,6
20,KS,66945,1
20,KS,66945,2
20,KS,66945,3
20,KS,66945,4
20,KS,66945,5
20,KS,66945,6
20,KS,66948,1
20,KS,66948,2
20,KS,66948,3
20,KS,66948,4
20,KS,66948,5
20,KS,66948,6
20,KS,66949,1
20,KS,66949,2
20,KS,66949,3
20,KS,66949,4
20,KS,66949,5
20,KS,66949,6
20,KS,66951,1
20,KS,66951,2
20,KS,66951,3
20,KS,66951,4
20,KS,66951,5
20,KS,66951,6
20,KS,66952,1
20,KS,66952,2
20,KS,66952,3
20,KS,66952,4
20,KS,66952,5
20,KS,66952,6
20,KS,66953,1
20,KS,66953,2
20,KS,66953,3
20,KS,66953,4
20,KS,66953,5
20,KS,66953,6
20,KS,66956,1
20,KS,66956,2
20,KS,66956,3
20,KS,66956,4
20,KS,66956,5
20,KS,66956,6
20,KS,66958,1
20,KS,66958,2
20,KS,66958,3
20,KS,66958,4
20,KS,66958,5
20,KS,66958,6
20,KS,66962,1
20,KS,66962,2
20,KS,66962,3
20,KS,66962,4
20,KS,66962,5
20,KS,66962,6
20,KS,66966,1
20,KS,66966,2
20,KS,66966,3
20,KS,66966,4
20,KS,66966,5
20,KS,66966,6
20,KS,66967,1
20,KS,66967,2
20,KS,66967,3
20,KS,66967,4
20,KS,66967,5
20,KS,66967,6
20,KS,66968,1
20,KS,66968,2
20,KS,66968,3
20,KS,66968,4
20,KS,66968,5
20,KS,66968,6
20,KS,67001,1
20,KS,67001,2
20,KS,67001,3
20,KS,67001,4
20,KS,67001,5
20,KS,67001,6
20,KS,67002,1
20,KS,67002,2
20,KS,67002,3
20,KS,67002,4
20,KS,67002,5
20,KS,67002,6
20,KS,67003,1
20,KS,67003,2
20,KS,67003,3
20,KS,67003,4
20,KS,67003,5
20,KS,67003,6
20,KS,67004,1
20,KS,67004,2
20,KS,67004,3
20,KS,67004,4
20,KS,67004,5
20,KS,67004,6
20,KS,67005,1
20,KS,67005,2
20,KS,67005,3
20,KS,67005,4
20,KS,67005,5
20,KS,67005,6
20,KS,67008,1
20,KS,67008,2
20,KS,67008,3
20,KS,67008,4
20,KS,67008,5
20,KS,67008,6
20,KS,67009,1
20,KS,67009,2
20,KS,67009,3
20,KS,67009,4
20,KS,67009,5
20,KS,67009,6
20,KS,67010,1
20,KS,67010,2
20,KS,67010,3
20,KS,67010,4
20,KS,67010,5
20,KS,67010,6
20,KS,67013,1
20,KS,67013,2
20,KS,67013,3
20,KS,67013,4
20,KS,67013,5
20,KS,67013,6
20,KS,67016,1
20,KS,67016,2
20,KS,67016,3
20,KS,67016,4
20,KS,67016,5
20,KS,67016,6
20,KS,67017,1
20,KS,67017,2
20,KS,67017,3
20,KS,67017,4
20,KS,67017,5
20,KS,67017,6
20,KS,67019,1
20,KS,67019,2
20,KS,67019,3
20,KS,67019,4
20,KS,67019,5
20,KS,67019,6
20,KS,67020,1
20,KS,67020,2
20,KS,67020,3
20,KS,67020,4
20,KS,67020,5
20,KS,67020,6
20,KS,67022,1
20,KS,67022,2
20,KS,67022,3
20,KS,67022,4
20,KS,67022,5
20,KS,67022,6
20,KS,67024,1
20,KS,67024,2
20,KS,67024,3
20,KS,67024,4
20,KS,67024,5
20,KS,67024,6
20,KS,67025,1
20,KS,67025,2
20,KS,67025,3
20,KS,67025,4
20,KS,67025,5
20,KS,67025,6
20,KS,67026,1
20,KS,67026,2
20,KS,67026,3
20,KS,67026,4
20,KS,67026,5
20,KS,67026,6
20,KS,67029,1
20,KS,67029,2
20,KS,67029,3
20,KS,67029,4
20,KS,67029,5
20,KS,67029,6
20,KS,67030,1
20,KS,67030,2
20,KS,67030,3
20,KS,67030,4
20,KS,67030,5
20,KS,67030,6
20,KS,67031,1
20,KS,67031,2
20,KS,67031,3
20,KS,67031,4
20,KS,67031,5
20,KS,67031,6
20,KS,67035,1
20,KS,67035,2
20,KS,67035,3
20,KS,67035,4
20,KS,67035,5
20,KS,67035,6
20,KS,67037,1
20,KS,67037,2
20,KS,67037,3
20,KS,67037,4
